Period,CPI,Competitor Factor,Industrial Production,GDP,Exports,Intrest Rate,Unemployment Rate,Consumer Confidence,Consumer Spending,Inflation Rate,Population,Sales,Media Transformed,competitive_media,industry_trend,spline0,spline10,spline20,spline30,spline40,spline50,spline60,spline70,spline80,spline90,spline100,spline110,spline120,spline130,spline140
2021-05-24,122.28205539040773,124.99685425868103,93.02034088002014,53.918240662517036,120.91465462826963,57.77114652164795,146.06563734788415,66.72339611957914,17.654409644734315,200.88275812015985,204.17023888164073,276.75098811135666,0.8844058257426961,80.03951104544667,558.6929195475149,72.0,62.0,52.0,42.0,32.0,22.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-31,114.47912113718388,123.58448157993266,85.16819811248669,50.92935745282891,117.49836277239424,55.00113035990674,144.6075474780921,69.12543716719885,12.281452062407894,196.32033512183972,204.7305710194992,190.09737201423366,0.009296140382980366,56.26408124753352,458.87325600762495,73.0,63.0,53.0,43.0,33.0,23.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-07,107.99409665451057,128.9552558319284,86.1749975517039,46.8113419263248,114.02430674138513,63.30127801497717,150.43750658399097,73.55544767996855,14.228897660242254,195.8535084572447,203.36377945806987,239.5313423821456,0.5102596926677072,64.20367281647736,522.8162117283557,74.0,64.0,54.0,44.0,34.0,24.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-14,112.57629258542947,122.25198322286079,92.88269823117483,36.98002481399493,110.30281815428808,58.713558092525915,149.61198770851735,78.07212886715686,17.251341945836813,197.24539289708014,201.27176465732384,205.68737482499992,4.916593626865778e-06,144.66363571947977,497.48070603722255,75.0,65.0,55.0,45.0,35.0,25.0,15.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-21,116.73680042988761,132.7199578918313,109.39646932891625,37.69949892665033,111.00988979941519,60.54958959524022,144.5131113866397,80.09966601396115,8.535744235468513,206.46695873819363,198.31614670223007,253.85173537942802,0.14195798115201447,6.6907233474949255,519.7653826785532,76.0,66.0,56.0,46.0,36.0,26.0,16.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-28,119.15018130138935,125.97176386687971,109.7268152580578,40.16618117247277,104.31589102346805,58.65383532165223,151.31235417671743,76.18029236435055,7.789474402145146,220.26645226983936,200.03224142993827,282.95265359979453,0.8814091162988253,15.193516429429511,537.2614388426554,77.0,67.0,57.0,47.0,37.0,27.0,17.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-05,128.7081486282485,124.70088560651399,108.22805754656196,40.992418800892715,99.00085347717399,50.049955796072084,150.2024391510828,85.75158316969681,6.378680467954936,215.47676852437957,211.46596216508334,290.6268399098864,0.6959905355127862,67.07627031689508,566.6927295770995,78.0,68.0,58.0,48.0,38.0,28.0,18.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-12,127.06740796603027,131.42648972469752,109.3573344371094,36.44491158000095,98.8938717380201,54.30205383416648,149.18301307720708,80.02242932313933,0.47639748827330664,209.99175192359996,208.67221923304743,222.47089468486007,4.218754246752954e-05,83.20412602228232,518.4270001641672,79.0,69.0,59.0,49.0,39.0,29.0,19.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-19,124.51356565893842,131.17108083204016,115.12938376302829,37.9440455232167,103.38673062736711,53.71355268480358,150.76889283199793,77.25661897943758,-7.861543757327112,207.73297932368467,205.44169522598986,248.9070133171384,2.9450098569919456e-05,35.99047727557803,522.4797148334401,80.0,70.0,60.0,50.0,40.0,30.0,20.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-26,129.9008419119984,127.30135744382237,119.96859826835176,45.50251799264387,116.67278647102998,41.80106648865601,146.99390263402515,74.98121423785706,-14.101193220174395,210.70161970276715,201.13541439326974,266.2104356035798,0.017787158167550256,51.71649968703342,540.1485222154687,81.0,71.0,61.0,51.0,41.0,31.0,21.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-02,135.12883406063713,124.08828214971497,128.64064372869615,46.38985085147606,113.06624023392783,52.100588939790455,153.5638002900366,76.49075071861341,-13.184788070589804,218.05086518679667,208.88309388847102,329.6304406252065,0.8743850926576849,102.76311878321015,616.9546967400607,82.0,72.0,62.0,52.0,42.0,32.0,22.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-09,135.8213587122602,124.36409030909377,129.04690861909205,39.13524792092788,116.84553168315838,47.92124384836202,156.5754347868157,78.21131386248757,-13.992320635203185,221.69322063043163,205.82296646982275,326.7284693865939,0.9853775867468304,110.94644769768287,616.6377668880275,83.0,73.0,63.0,53.0,43.0,33.0,23.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-16,134.443383211841,134.25310870837149,120.74091121968686,35.460602584544176,119.38682081760233,47.91785881687002,171.31629820118405,80.03769297614951,-14.950326867391126,220.71174543594543,210.9778355401732,297.28465791369234,0.12885161926112204,51.26945483507183,584.8994148319621,84.0,74.0,64.0,54.0,44.0,34.0,24.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-23,127.57311249323897,133.27736989041708,122.86137289438895,29.34409005067623,108.58847747298356,43.26084559695249,175.2467107411244,73.56517799577375,-17.060494840090783,221.0113946438907,211.23422681864645,249.6997127372696,0.0005654229274310729,18.313771840958292,519.630681259945,85.0,75.0,65.0,55.0,45.0,35.0,25.0,15.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-30,128.49345944634587,139.83126047743733,114.18690449657865,35.19855503615145,109.26370156563985,54.13547664051327,177.1139972252959,71.13394955592614,-17.23056095363239,228.34135580318505,209.88478620454447,258.1573488350252,0.001992076139247447,70.13831132868157,565.8123062284379,86.0,76.0,66.0,56.0,46.0,36.0,26.0,16.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-06,118.15914003465423,142.4133657386908,112.3021341863209,38.91089641756868,108.14882424376216,51.68113636643919,169.01963445658015,70.63630316072488,-15.37900592440343,230.39627124832083,212.57376251526802,213.82424665118793,0.016381842226529206,26.520222824911755,505.3193068992497,87.0,77.0,67.0,57.0,47.0,37.0,27.0,17.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-13,117.99977038607824,136.88335501899698,111.25479248146357,34.24405753013576,104.34701801492801,51.66654582079381,165.3997452336119,82.87364279413733,-5.68606050454909,229.92247707212437,211.1070061836243,222.4276703758088,0.001493447785966324,70.0045732780472,524.1298227216332,88.0,78.0,68.0,58.0,48.0,38.0,28.0,18.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-20,127.02016059955426,141.01999992303908,111.8310015704806,36.27201438676852,94.22705093004961,52.54739541665618,177.96126273236246,73.50350423726968,4.960475290971516,238.16738776123069,211.17067206371777,233.32486009557303,0.23834348990143986,41.24427733221677,529.296632416514,89.0,79.0,69.0,59.0,49.0,39.0,29.0,19.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-27,133.11336037424113,137.11503457475564,113.6173609897885,40.879200333640355,86.46270835861279,58.63901623800664,174.2442908746399,63.741589037744454,-6.793375649088645,234.68748379323796,203.59913909774707,262.68182131718265,3.6451733712935427e-05,83.14041937421196,569.9922817512814,90.0,80.0,70.0,60.0,50.0,40.0,30.0,20.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-04,125.45655324122644,124.18670912140266,107.87474580528331,46.84696816168919,78.54550094194724,58.38389475415851,172.33770332196204,67.78339025795967,-13.606047012034026,233.30175425952058,197.2698661671854,270.0406174338519,0.32636681824458563,12.70269680159278,520.0871968456199,91.0,81.0,71.0,61.0,51.0,41.0,31.0,21.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0
2021-10-11,128.68084708646836,125.90065912769421,106.75567527111737,40.7661053727119,78.96998925470417,64.96177169104575,170.96911847148374,69.38912641236664,-13.542900096714305,232.68176734637237,192.1176488547235,254.4046999177414,0.0809365637420986,158.50197622584093,555.2296504113832,92.0,82.0,72.0,62.0,52.0,42.0,32.0,22.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0
2021-10-18,120.48121474250073,125.55362484812204,99.66922973102767,32.982650520261444,81.6326602971209,66.75691671711257,169.87659843298184,65.1068509332696,-14.175636476926144,231.08656150951043,197.5829914519603,286.40621631409755,0.6694693404019876,185.28627706197426,589.0666754841609,93.0,83.0,73.0,63.0,53.0,43.0,33.0,23.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0
2021-10-25,124.66462807800377,124.8696714376626,94.62725216954135,36.02768123983173,85.22440469747592,63.80372079727887,172.523830107111,60.52311566689693,-11.797534953142929,239.0066449056055,208.1485789444318,256.12164176544354,0.007487878513229673,22.329840172037958,510.7465420590347,94.0,84.0,74.0,64.0,54.0,44.0,34.0,24.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0
2021-11-01,121.6247904997356,131.69896678516804,95.09205090147029,33.99678089793041,93.22986604984587,62.83517374798909,174.12216675686585,61.29048434293341,-13.053129230404707,246.56685903633334,209.10858066236494,233.94451013130234,3.529161425923987e-05,31.90297154668453,506.53555193121537,95.0,85.0,75.0,65.0,55.0,45.0,35.0,25.0,15.0,5.0,0.0,0.0,0.0,0.0,0.0
2021-11-08,114.87763817986485,130.5859118427589,84.10440871269809,33.481398921932154,99.52632267642316,60.73342844645109,174.07890864007345,58.89328800292938,-12.252053680819472,238.50178856532872,213.66046735930405,276.556241846474,0.9991094231711309,210.26694969944305,590.9560143974952,96.0,86.0,76.0,66.0,56.0,46.0,36.0,26.0,16.0,6.0,0.0,0.0,0.0,0.0,0.0
2021-11-15,126.86448996391746,133.3391461268877,81.56304761946744,28.077189715523104,101.45058746544201,54.28333551830965,171.68927675792312,64.85117602464405,-8.343638695509838,234.78917436756694,215.59667215663546,293.28671093212427,0.730863353663206,113.81697581829121,601.7996294839036,97.0,87.0,77.0,67.0,57.0,47.0,37.0,27.0,17.0,7.0,0.0,0.0,0.0,0.0,0.0
2021-11-22,120.06934923701091,128.13880380821965,75.50820525520268,19.909354839514464,103.54959274080272,56.63677741291937,170.94003528528606,61.22520201362715,-6.359235955774224,238.08422532813827,207.3209857704431,241.8995718722785,2.27635815607681e-05,109.37497611813714,538.9878345329096,98.0,88.0,78.0,68.0,58.0,48.0,38.0,28.0,18.0,8.0,0.0,0.0,0.0,0.0,0.0
2021-11-29,121.14754364640031,129.3447725051,83.58294763558939,20.807773788830843,114.73137513968075,51.16878182503201,172.1233204153411,62.91426875488494,-5.646035148581632,238.98349348701637,207.73566806771066,275.8959935641931,0.5429388165536029,214.4634215484447,588.047319237643,99.0,89.0,79.0,69.0,59.0,49.0,39.0,29.0,19.0,9.0,0.0,0.0,0.0,0.0,0.0
2021-12-06,121.85324716200105,137.63547436286132,85.53497594969492,25.807355260902483,111.74212203454181,57.820723336249124,179.71086817955754,69.3724128322813,-8.04744794535084,229.64447297047266,200.43797120822143,311.0998593278556,0.9115086507998407,58.93069683940292,609.2740377052382,100.0,90.0,80.0,70.0,60.0,50.0,40.0,30.0,20.0,10.0,0.0,0.0,0.0,0.0,0.0
2021-12-13,124.43681490026471,140.1461348466345,79.15095105875722,26.320569101828895,104.48919660766306,56.344697464764344,185.38865046901566,55.79218142178974,-16.733101133036513,218.69715081744198,197.3976483320057,274.9692814868914,0.26551325313328,81.75134019982666,587.8409891311837,101.0,91.0,81.0,71.0,61.0,51.0,41.0,31.0,21.0,11.0,1.0,0.0,0.0,0.0,0.0
2021-12-20,126.56728307282751,136.82628809213878,81.36537822827579,21.481663364320312,99.2157284126098,63.22698770955597,184.21598733275664,59.13233878414701,-19.452584397457017,224.06091084035657,194.8982702613559,252.34332502570854,0.00023340011519090435,30.812932737851938,534.6607056579185,102.0,92.0,82.0,72.0,62.0,52.0,42.0,32.0,22.0,12.0,2.0,0.0,0.0,0.0,0.0
2021-12-27,125.29910952663685,137.19402993696986,83.23369137336198,25.9307014837284,92.23241752983307,61.885269475604055,177.47955240079267,66.49101935010587,-24.449744634241384,222.01732544379178,192.57980669125803,252.613615946934,0.03508703327019,16.535907935565476,529.7831206608893,103.0,93.0,83.0,73.0,63.0,53.0,43.0,33.0,23.0,13.0,3.0,0.0,0.0,0.0,0.0
2022-01-03,125.29709151543898,144.91653619394947,77.51338996812768,19.339607926144325,98.54666616931335,54.88262217751222,182.77022081138546,63.823180495766145,-29.189043176360315,219.73992902568517,188.8076035009476,288.8927379780435,0.8672448601766056,171.87552344042885,629.1285253982207,104.0,94.0,84.0,74.0,64.0,54.0,44.0,34.0,24.0,14.0,4.0,0.0,0.0,0.0,0.0
2022-01-10,120.0851999411479,150.81597833478372,71.06758969948088,23.72091457890319,100.53485044528541,59.38672165591556,180.0420888731038,71.41450145794266,-28.62204649920392,218.0343654911196,191.09348645305369,292.87722150932296,0.8866206729906471,132.98068368321645,640.0297069533808,105.0,95.0,85.0,75.0,65.0,55.0,45.0,35.0,25.0,15.0,5.0,0.0,0.0,0.0,0.0
2022-01-17,114.96629535733922,148.8725840077382,71.48743278125974,22.600251962747393,86.92157283256735,65.87479335709224,175.18823329173787,68.37445401923425,-22.46457160729976,213.9707463010293,193.77344133994612,265.46289370728977,0.9480104804903029,154.46694623379935,611.7615780531179,106.0,96.0,86.0,76.0,66.0,56.0,46.0,36.0,26.0,16.0,6.0,0.0,0.0,0.0,0.0
2022-01-24,105.41810345383554,150.35742833349465,70.55918578281776,21.82745619711605,85.37506145038996,61.07214127177974,174.8071042292279,68.60905518589236,-18.79725548270069,213.82621269633105,190.06967349499885,231.33333387135394,0.0013338593982981021,48.485172756484616,549.7327496824548,107.0,97.0,87.0,77.0,67.0,57.0,47.0,37.0,27.0,17.0,7.0,0.0,0.0,0.0,0.0
2022-01-31,99.36267503365293,152.34868350520145,67.33390619269873,16.600008793840047,89.33531461412807,54.82565654116395,178.9363394643774,68.1765627018927,-21.432223797719814,212.47912649849874,193.44493572543627,198.42734173555004,0.006443923045209995,65.59280936566148,529.1279488412854,108.0,98.0,88.0,78.0,68.0,58.0,48.0,38.0,28.0,18.0,8.0,0.0,0.0,0.0,0.0
2022-02-07,92.26486437937629,145.69942486719884,66.05063728906582,10.641401669560025,89.292118648584,59.538767713050376,182.26086370952765,63.92683855526127,-23.10483785545823,220.0631074985495,194.7088483372239,156.2186383430557,0.002517774395841205,207.79282568790742,500.7019095434496,109.0,99.0,89.0,79.0,69.0,59.0,49.0,39.0,29.0,19.0,9.0,0.0,0.0,0.0,0.0
2022-02-14,84.9026180816737,151.6249345730402,65.86825333915306,10.633677326492318,91.26074584346136,61.14597741263274,180.60770696983047,63.224984637307784,-24.457222554119312,215.127057314373,195.08305852030122,180.14834286376515,0.3941705042731334,97.33251841646943,521.0451745008068,110.0,100.0,90.0,80.0,70.0,60.0,50.0,40.0,30.0,20.0,10.0,0.0,0.0,0.0,0.0
2022-02-21,87.65579653085538,154.13442829366352,68.76217385833979,10.713685575930441,100.54795421204099,64.98252586022889,182.739165169041,62.15845684803718,-32.26182498166867,213.4997973368399,191.752180306445,179.23697890716835,0.20731861898938891,26.44387222514508,494.1400631780549,111.0,101.0,91.0,81.0,71.0,61.0,51.0,41.0,31.0,21.0,11.0,1.0,0.0,0.0,0.0
2022-02-28,88.97126123112837,153.49353823938878,69.93663023554434,15.496121269625007,92.9514362235797,70.6409504850602,179.8163182484508,65.93028708106203,-32.9461763713864,206.2136586393232,189.35254690752572,176.14414436834656,0.16049183286122667,127.47965550408047,527.7033988174713,112.0,102.0,92.0,82.0,72.0,62.0,52.0,42.0,32.0,22.0,12.0,2.0,0.0,0.0,0.0
2022-03-07,87.64616738526826,147.41889408750959,81.57626759342136,22.197835677315922,91.64830968609819,71.73834119967361,184.62456104332935,62.57703103739338,-34.83045439296271,201.14046352558375,186.26605027213623,188.37073928799424,2.0994347493592826e-05,61.42026373442883,507.2945249200769,113.0,103.0,93.0,83.0,73.0,63.0,53.0,43.0,33.0,23.0,13.0,3.0,0.0,0.0,0.0
2022-03-14,85.02412489074783,138.97055446040696,81.99311937768994,20.42629587396459,90.79296402838727,81.49118747167594,181.95253031589266,64.34414197553176,-31.375815130344932,206.1241867696491,185.1602962006227,170.33974635483784,0.00031117985645437354,114.59366890141956,490.2872935661586,114.0,104.0,94.0,84.0,74.0,64.0,54.0,44.0,34.0,24.0,14.0,4.0,0.0,0.0,0.0
2022-03-21,79.39306855923904,146.52543497910983,82.0980789483311,18.801928361996403,89.64381362918363,83.91011615962825,185.50003192080158,67.22915922668741,-31.001145878387632,215.90773816293589,182.38837447685336,142.39183631359145,0.0007334535384239354,40.45722648761583,448.96654388045937,115.0,105.0,95.0,85.0,75.0,65.0,55.0,45.0,35.0,25.0,15.0,5.0,0.0,0.0,0.0
2022-03-28,80.94385361200808,147.33495781751628,84.80155021123232,20.16612633247253,84.30405863279952,89.96341543822868,182.70715307004866,58.837468235112325,-20.59107162349619,214.96696633188185,184.44151427410077,193.79717360147566,0.7219712553287297,117.6816321394279,531.1362594204674,116.0,106.0,96.0,86.0,76.0,66.0,56.0,46.0,36.0,26.0,16.0,6.0,0.0,0.0,0.0
2022-04-04,80.72159401778801,146.9025266026575,80.48632616996892,21.728855255345337,81.98352299362821,86.28115194770439,187.48593984273884,63.085635830199024,-24.15333937132594,213.89787109329956,183.48721366088745,175.5248318318033,5.54695796442421e-06,59.64868021746407,492.5770499669183,117.0,107.0,97.0,87.0,77.0,67.0,57.0,47.0,37.0,27.0,17.0,7.0,0.0,0.0,0.0
2022-04-11,82.17133470682802,153.55530721758868,83.3494244930399,25.494601194879408,83.11280866125048,88.29989453903163,187.0560862245739,59.840371219011814,-25.396921226280213,214.08108307032566,184.81493328266086,183.81574999634785,0.08261174581296567,211.88185658899795,544.2456992014186,118.0,108.0,98.0,88.0,78.0,68.0,58.0,48.0,38.0,28.0,18.0,8.0,0.0,0.0,0.0
2022-04-18,87.81218920460677,148.1134164414068,80.4597438476409,25.73131096430977,82.59946990117109,86.2144658154933,187.78384136403793,63.738609933210896,-21.70039627984879,208.2936422780296,181.6483152233374,210.00646307709178,3.2744237031921007e-12,25.708702722696657,512.542019901106,119.0,109.0,99.0,89.0,79.0,69.0,59.0,49.0,39.0,29.0,19.0,9.0,0.0,0.0,0.0
2022-04-25,91.35019447494102,159.77651171977112,77.17664871540055,24.294368501298166,82.30699098397689,82.1016948490562,184.20516348918886,67.49362995139225,-20.021847748640766,210.75174080772692,176.51779402244614,188.88468373082188,0.010299717490188856,131.76899829230913,553.7561781864697,120.0,110.0,100.0,90.0,80.0,70.0,60.0,50.0,40.0,30.0,20.0,10.0,0.0,0.0,0.0
2022-05-02,86.80117973471495,155.08715047533468,80.23979178266842,20.666055782224987,86.21312138317825,88.79317595150968,179.78497792681253,64.00743738106203,-13.356257933039743,210.69862286613105,185.78831774692333,192.20245060734675,0.004631439107933399,4.070969940305958,502.55300874926473,121.0,111.0,101.0,91.0,81.0,71.0,61.0,51.0,41.0,31.0,21.0,11.0,1.0,0.0,0.0
2022-05-09,77.6997476542047,157.75595490982278,72.17421251019718,23.19412361235679,94.25874630990404,85.97270758939356,184.73474423084565,62.0820749140341,-19.79741726222781,209.6587311417495,191.25563336210524,159.75284347608107,0.04770478744785896,15.114179711641404,477.606335234122,122.0,112.0,102.0,92.0,82.0,72.0,62.0,52.0,42.0,32.0,22.0,12.0,2.0,0.0,0.0
2022-05-16,72.22078418754701,161.24583466374878,69.45808909523106,23.383702018021253,88.88623296400777,87.09698058874264,181.80609401275376,62.94956389127881,-23.707145782612187,203.6937891822539,186.90870846913862,182.48432044524293,0.6712692982082675,238.5264291502888,559.577704907446,123.0,113.0,103.0,93.0,83.0,73.0,63.0,53.0,43.0,33.0,23.0,13.0,3.0,0.0,0.0
2022-05-23,60.28937899010386,149.31710536338534,69.02760782461155,26.872538265432638,85.80776811534919,80.54299120275547,181.25401799941764,51.271527218481395,-21.453442309189313,198.7899738901599,191.4146967980879,134.02093316791255,0.017292287639581298,8.14608601999091,433.35471727326876,124.0,114.0,104.0,94.0,84.0,74.0,64.0,54.0,44.0,34.0,24.0,14.0,4.0,0.0,0.0
2022-05-30,59.297738587542625,147.73957910437184,80.67910386945812,28.88164490702448,77.13649423042789,75.51248758514011,181.3612180089727,49.08626069997274,-20.758095614038552,198.94953769031588,188.6439771114574,116.8133452782619,0.2889063231902014,271.8251484942431,468.0479632014978,125.0,115.0,105.0,95.0,85.0,75.0,65.0,55.0,45.0,35.0,25.0,15.0,5.0,0.0,0.0
2022-06-06,55.14786828739476,138.35103653812092,72.32350881444212,34.21999934463298,77.28454579407028,77.33662210943272,190.6191517174743,46.25032187474576,-18.409695835070337,195.20951833703452,189.16224906987134,109.94888369250505,0.008302405197734083,111.73597916902567,428.014771102944,126.0,116.0,106.0,96.0,86.0,76.0,66.0,56.0,46.0,36.0,26.0,16.0,6.0,0.0,0.0
2022-06-13,50.40735044275836,135.2801507798389,74.72655531600057,26.605078663382088,79.16923545925232,70.8718542901334,195.17334373485983,42.63164153341101,-17.396152830061553,194.10072851135055,192.3778543074361,110.05892730212683,0.23485067097984041,61.48156607744822,404.733996408735,127.0,117.0,107.0,97.0,87.0,77.0,67.0,57.0,47.0,37.0,27.0,17.0,7.0,0.0,0.0
2022-06-20,47.807954850770045,128.93903646704558,82.47491474688134,29.325856732375044,77.78351740573277,68.29532120981574,194.2616937110566,36.87385774615683,-22.255443497917454,193.60375022756278,200.5341729295115,94.87722666598816,0.010432204986705147,134.1349631423351,398.46486014635065,128.0,118.0,108.0,98.0,88.0,78.0,68.0,58.0,48.0,38.0,28.0,18.0,8.0,0.0,0.0
2022-06-27,39.50516971554678,129.29716194739967,82.80391071470221,28.214400931777604,88.0445850255803,62.721357049230065,196.3614048584825,31.244731769447895,-30.243443322499274,192.69744218475927,204.77241141710329,52.04370358072441,0.00019741514114300846,22.06311783478927,315.41680952119003,129.0,119.0,109.0,99.0,89.0,79.0,69.0,59.0,49.0,39.0,29.0,19.0,9.0,0.0,0.0
2022-07-04,35.978236754265374,132.2047153582429,84.01660537879553,33.97546226075352,82.71568641894459,63.46044582173473,200.17330498180007,36.91237593456025,-35.14386836062815,188.81241544979775,205.68668351252717,74.8777970737753,0.01890403249524733,57.667776660741524,361.5801424256092,130.0,120.0,110.0,100.0,90.0,80.0,70.0,60.0,50.0,40.0,30.0,20.0,10.0,0.0,0.0
2022-07-11,45.339725601948494,136.50154388479518,85.66890327415518,32.898322220683255,87.20692980110023,62.1205766349376,203.27793585801797,30.574343080147727,-32.05014553103035,189.68188240270666,205.58012134979538,99.7777323681427,0.21147075893344053,113.24389090331489,414.48732300345927,131.0,121.0,111.0,101.0,91.0,81.0,71.0,61.0,51.0,41.0,31.0,21.0,11.0,1.0,0.0
2022-07-18,44.051063202655115,140.01899047866056,103.03956125408484,28.293455153334733,87.95987538025929,61.489096570555866,197.52934881878605,20.384203380421994,-28.309177185404366,194.41932992742738,210.73198449958298,101.33187231383253,0.0005480445379283162,140.69605631571557,428.0931045950545,132.0,122.0,112.0,102.0,92.0,82.0,72.0,62.0,52.0,42.0,32.0,22.0,12.0,2.0,0.0
2022-07-25,58.0391535311323,135.97874163372447,101.80805176064479,30.731108945699617,88.37965508355234,63.584438811846226,188.29939866892192,18.35520993630786,-21.05644373613417,191.51316739690236,212.54967546676858,118.8110521720655,0.012871007978787725,47.37183235535093,407.87920789018347,133.0,123.0,113.0,103.0,93.0,83.0,73.0,63.0,53.0,43.0,33.0,23.0,13.0,3.0,0.0
2022-08-01,60.48570062549271,134.31941509898166,94.87098572653898,36.24671433041164,86.33736508553457,69.68676246442956,189.437871872721,9.083988352203946,-18.376791093121923,192.95249951213628,215.20304304934567,123.23984243445307,0.00013995788664112967,53.16428084618158,411.9446531358171,134.0,124.0,114.0,104.0,94.0,84.0,74.0,64.0,54.0,44.0,34.0,24.0,14.0,4.0,0.0
2022-08-08,55.5319730692805,141.636736832003,105.9894440872847,42.53942577561741,83.42403662246753,65.70576175892228,186.1952216430583,7.46241129840233,-18.846907990984803,198.1417762841661,215.22330882437618,157.99459022037917,0.7930176295906041,199.48352034445196,493.8371997998492,135.0,125.0,115.0,105.0,95.0,85.0,75.0,65.0,55.0,45.0,35.0,25.0,15.0,5.0,0.0
2022-08-15,59.53214685529536,142.16022791453787,104.95628417838091,40.65644939600783,84.9579927225736,52.648138239327196,183.92003885182902,3.373025620686292,-24.32927226929445,187.88171817880962,214.24784670133994,143.04210474885565,0.017516988916125225,21.762975129531362,432.02223640108093,136.0,126.0,116.0,106.0,96.0,86.0,76.0,66.0,56.0,46.0,36.0,26.0,16.0,6.0,0.0
2022-08-22,60.124170500610475,144.22840287862198,98.97300855213705,42.23108121583317,87.43698863346418,47.05693857438179,183.46078555146477,-6.5864179153853115,-26.13348195134803,197.19136438721776,217.7721790720401,123.02102210520673,0.00728213295358695,100.33495494811028,449.97019462596563,137.0,127.0,117.0,107.0,97.0,87.0,77.0,67.0,57.0,47.0,37.0,27.0,17.0,7.0,0.0
2022-08-29,60.50660826736674,145.59182075292867,91.14675672937085,38.68267282001825,85.81789951448225,57.6062013930418,180.3553563033144,-3.8061726757562013,-23.468931905153127,195.6160015867118,215.54767752833084,158.5257001231466,0.3025738609930456,8.335068200702551,450.44134992014875,138.0,128.0,118.0,108.0,98.0,88.0,78.0,68.0,58.0,48.0,38.0,28.0,18.0,8.0,0.0
2022-09-05,60.80401570852342,146.88230610375504,90.78692901501682,40.77168193083857,100.80959479890899,57.15480424598178,184.75627309230669,0.626755245083146,-21.385673667999313,196.2897812148504,204.6367326865174,118.55122702336982,0.0027110433424888804,17.01252695883312,415.251976092787,139.0,129.0,119.0,109.0,99.0,89.0,79.0,69.0,59.0,49.0,39.0,29.0,19.0,9.0,0.0
2022-09-12,61.30446524198577,147.97984781045653,90.68673293899941,39.304858061386746,96.73756991811206,64.40301429621377,180.40585809860283,-11.313365827470648,-20.375328917387733,196.88113248493582,205.12726183241423,105.27436805265754,0.28626036367943336,43.49155976860905,416.3329405631328,140.0,130.0,120.0,110.0,100.0,90.0,80.0,70.0,60.0,50.0,40.0,30.0,20.0,10.0,0.0
2022-09-19,66.93103860057151,148.93499955033624,96.23623955004862,43.96337212477443,93.99763759665778,67.67702736662955,181.07936129437587,-6.1526771457680525,-12.405029965322,202.50932108915958,209.84313886547352,154.5482986070824,0.00020343514912132032,45.080910008602714,468.34264320851145,141.0,131.0,121.0,111.0,101.0,91.0,81.0,71.0,61.0,51.0,41.0,31.0,21.0,11.0,1.0
2022-09-26,62.65304550894412,152.23876507768304,89.4652059615134,41.992871466540464,88.13099156061266,62.07511711527202,178.00283193002883,-7.081504057956209,-16.90803130241696,205.97168702069132,208.88725740735333,128.6599586043584,0.029020847939489225,7.545971126178127,433.73877983353293,142.0,132.0,122.0,112.0,102.0,92.0,82.0,72.0,62.0,52.0,42.0,32.0,22.0,12.0,2.0
2022-10-03,59.56265536426212,145.6869522862994,92.44377515896696,45.86572277370899,93.5811027074462,65.15415471157901,171.43195240276924,-8.375870411217377,-18.579135397487235,207.21409737594507,204.17131702876375,124.64288817216627,0.007901372301686268,18.172504153555785,419.3440129309187,143.0,133.0,123.0,113.0,103.0,93.0,83.0,73.0,63.0,53.0,43.0,33.0,23.0,13.0,3.0
2022-10-10,56.8648231002522,145.57088834626774,88.36010384852806,37.42067720371052,93.97616935163683,65.99424340277068,177.09186970392366,-15.21895566040807,-12.744496404624016,204.40743860412317,209.16182431365712,117.78384473622081,0.0001561240546028023,69.0110903325266,436.4347423779486,144.0,134.0,124.0,114.0,104.0,94.0,84.0,74.0,64.0,54.0,44.0,34.0,24.0,14.0,4.0
