Period,CPI,CCI,Unemployment,GDP,Competitive,Sales,Media Transformed,spline0,spline15,spline30,spline45,spline60,spline75,spline90,spline105,spline120,spline135
2022-07-18,181.09116717799918,-6.286564633176511,162.0573875109123,140.48027632789794,77.18407637460993,383.68745991457564,0.45576895507831233,132.0,117.0,102.0,87.0,72.0,57.0,42.0,27.0,12.0,0.0
2022-07-25,187.5729791475357,-7.427700248875908,170.22464389110382,142.40167508472385,75.10067386634127,376.9304908012596,0.003304898586678528,133.0,118.0,103.0,88.0,73.0,58.0,43.0,28.0,13.0,0.0
2022-08-01,183.1265872714789,2.2316441083801664,179.44016224168217,152.54154446727836,83.36290347777708,378.2871039405548,0.23944485733734192,134.0,119.0,104.0,89.0,74.0,59.0,44.0,29.0,14.0,0.0
2022-08-08,184.00948413715426,-0.13031094846684255,182.11743022658405,153.76111634510167,81.60934646842277,369.1758525917708,0.0012215263371484176,135.0,120.0,105.0,90.0,75.0,60.0,45.0,30.0,15.0,0.0
2022-08-15,187.42435860829062,0.8268519322594017,187.51185077584546,154.4734175611476,77.08178279832774,411.88377460297477,0.6979089079185912,136.0,121.0,106.0,91.0,76.0,61.0,46.0,31.0,16.0,1.0
2022-08-22,190.1585096538734,2.5462086484369166,181.680985257745,156.3594413004729,77.8249661809972,431.7205615583554,0.9753873036661459,137.0,122.0,107.0,92.0,77.0,62.0,47.0,32.0,17.0,2.0
2022-08-29,192.60689989334358,-9.705211698404838,176.1138308415441,151.82796482356534,81.35490936733538,392.78462538303336,0.12279116626651466,138.0,123.0,108.0,93.0,78.0,63.0,48.0,33.0,18.0,3.0
2022-09-05,195.56392376478908,-3.7580486704002567,170.8338713701741,148.2589606854354,78.86048037003619,419.1608838212541,0.5525209774995147,139.0,124.0,109.0,94.0,79.0,64.0,49.0,34.0,19.0,4.0
2022-09-12,195.8368262882754,-3.184490689892428,174.67096266278446,150.56483188301743,72.69077203944542,440.47088710263944,0.96076091454324,140.0,125.0,110.0,95.0,80.0,65.0,50.0,35.0,20.0,5.0
2022-09-19,199.52367743075996,1.0613314882360783,175.84443685629617,151.23019160261467,71.30321878649369,435.9108001522334,0.7518489999302335,141.0,126.0,111.0,96.0,81.0,66.0,51.0,36.0,21.0,6.0
2022-09-26,204.81858661979186,-5.627970251066316,175.97641312892017,153.9214949558108,72.04426872637382,415.05009620568353,0.0492009069514272,142.0,127.0,112.0,97.0,82.0,67.0,52.0,37.0,22.0,7.0
2022-10-03,209.39356847692216,-6.487251361268676,177.80309827581414,162.73369090491718,77.86549723801662,452.1744018272152,0.6204960273405323,143.0,128.0,113.0,98.0,83.0,68.0,53.0,38.0,23.0,8.0
2022-10-10,206.16012116882314,-7.523336609675255,175.12777124854085,162.61436184803043,75.07521200640437,451.2869704620297,0.7883125870083403,144.0,129.0,114.0,99.0,84.0,69.0,54.0,39.0,24.0,9.0
